,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1449,2516003,Solânea,PB,474.5809201623816,553.4947299077734,505.43794466403165,512.3117726657646,485.45454545454544
1450,2516102,Soledade,PB,471.97953964194375,556.7223844282238,507.12360097323597,513.3583120204604,491.6301703163017
1451,2516151,Sossêgo,PB,467.64599999999996,530.5826923076922,487.6682692307692,507.754,465.0
1452,2516201,Sousa,PB,483.4519542045006,556.5857359061673,509.9470298902762,522.5833399131465,503.63980325387814
1453,2516300,Sumé,PB,471.344918699187,549.0790874524714,505.3532319391635,509.589837398374,471.25475285171103
1454,2516409,Tacima,PB,454.1280821917808,532.7298013245033,495.0503311258279,501.9684931506849,469.0066225165563
1455,2516508,Taperoá,PB,469.5856060606061,546.7203571428572,503.0785714285714,498.1594696969697,489.57142857142856
1456,2516607,Tavares,PB,471.5447058823529,551.076119402985,504.85186567164175,524.8819607843137,499.92537313432837
1457,2516706,Teixeira,PB,470.89420731707315,540.9333333333333,499.3,514.4036585365853,478.3480825958702
1458,2516755,Tenório,PB,460.63650793650794,545.7151515151514,499.1636363636364,487.2857142857143,482.1212121212121
1459,2516805,Triunfo,PB,470.9341346153846,550.1137168141593,499.0154867256637,516.8913461538461,464.1592920353982
1460,2516904,Uiraúna,PB,472.26727605118833,538.2842560553634,491.6977508650519,509.2054844606947,473.7716262975779
1461,2517001,Umbuzeiro,PB,474.12457142857147,541.3565934065933,502.27527472527476,518.8502857142857,504.0659340659341
1462,2517100,Várzea,PB,481.48321678321685,558.5225165562914,513.1344370860927,517.0643356643357,480.26490066225165
1463,2517209,Vieirópolis,PB,453.3664670658682,534.4424418604651,477.95581395348836,494.73532934131737,441.51162790697674
1464,2517407,Zabelê,PB,450.7875,543.5706666666667,487.488,505.14861111111105,434.4
1465,2600054,Abreu e Lima,PE,477.09474605954466,549.4750328947368,508.31118421052633,511.93341506129593,461.125
1466,2600104,Afogados da Ingazeira,PE,483.23968750000006,556.9375375375375,518.4560060060061,536.70984375,511.95195195195197
1467,2600203,Afrânio,PE,460.2021164021164,525.1364249578415,476.3595278246206,497.0590828924162,446.8465430016863
1468,2600302,Agrestina,PE,476.2569892473118,553.0018292682927,509.9089430894309,511.10236559139787,489.9593495934959
1469,2600401,Água Preta,PE,457.6056338028169,526.0423655913979,482.3032258064516,488.8469483568075,434.02150537634407
1470,2600500,Águas Belas,PE,462.58156682027646,528.6611898016997,484.5787535410765,505.3703533026113,435.4390934844193
1471,2600609,Alagoinha,PE,461.99206896551726,523.4504823151126,488.3176848874598,500.9127586206897,434.7909967845659
1472,2600708,Aliança,PE,469.04404223227755,539.3390646492435,497.3099037138927,507.9030165912519,449.2709766162311
1473,2600807,Altinho,PE,471.8517060367454,550.7280397022332,509.56774193548387,521.9674540682415,473.0521091811414
1474,2600906,Amaraji,PE,472.37429577464786,537.8884745762712,498.3203389830509,505.0288732394367,474.4406779661017
1475,2601003,Angelim,PE,473.4929906542056,535.9009009009009,492.83738738738737,496.1588785046729,425.5855855855856
1476,2601052,Araçoiaba,PE,454.89434628975266,522.1043333333333,477.2931666666667,482.62950530035334,392.8666666666667
1477,2601102,Araripina,PE,485.55747623163353,555.0013900245298,514.9943581357318,532.0148660328435,504.9877350776778
1478,2601201,Arcoverde,PE,489.98862467866326,565.2362644026683,524.0545178896301,537.4269280205656,502.6076409945421
1479,2601300,Barra de Guabiraba,PE,467.454358974359,525.0461165048544,490.81456310679613,500.0687179487179,463.88349514563106
1480,2601409,Barreiros,PE,471.8483709273183,532.2778436018957,499.29502369668245,508.59022556390977,476.6824644549763
1481,2601508,Belém de Maria,PE,479.95165562913905,551.5435064935065,506.8103896103896,515.8026490066225,477.012987012987
1482,2601607,Belém do São Francisco,PE,458.1246575342466,531.3658022690438,492.731280388979,497.42174657534247,457.82820097244735
1483,2601706,Belo Jardim,PE,482.025,553.4742840095465,513.7744033412888,529.0795512820513,490.45346062052505
1484,2601805,Betânia,PE,467.83673469387753,536.5056603773585,497.80094339622644,510.0744897959184,465.0943396226415
1485,2601904,Bezerros,PE,481.6499330655957,558.252728426396,515.509073604061,527.863186077644,490.73604060913704
1486,2602001,Bodocó,PE,481.064898989899,553.7080378250591,503.40189125295507,519.8366161616161,459.6690307328605
1487,2602100,Bom Conselho,PE,471.3118018967334,545.5447395301328,504.0609805924413,510.50337197049527,465.45454545454544
1488,2602209,Bom Jardim,PE,474.4647135416667,548.8919254658385,507.1288198757764,517.2846354166667,502.95652173913044
1489,2602308,Bonito,PE,462.86047745358087,534.6963567839196,494.65238693467336,506.68925729442975,459.8994974874372
1490,2602407,Brejão,PE,462.48256410256414,533.7666666666667,497.13380952380953,493.03846153846155,444.57142857142856
1491,2602506,Brejinho,PE,472.29788359788364,545.7326732673267,503.25396039603964,515.7783068783069,466.63366336633663
1492,2602605,Brejo da Madre de Deus,PE,467.2720610687023,537.1853623188406,495.98985507246374,510.2413740458015,487.768115942029
1493,2602704,Buenos Aires,PE,474.82159624413146,536.6843478260869,499.5221739130435,507.88967136150234,465.04347826086956
1494,2602803,Buíque,PE,464.2882783882784,530.5049828178694,495.4740549828179,503.9120879120879,435.1546391752577
1495,2602902,Cabo de Santo Agostinho,PE,476.183395522388,548.8347403314917,509.6850165745857,516.2805270522388,467.5889502762431
1496,2603009,Cabrobó,PE,460.48290993071595,523.9078346028291,486.72502720348206,498.74099307159355,422.7203482045702
1497,2603108,Cachoeirinha,PE,475.07801047120415,553.2264058679707,505.99462102689483,521.305497382199,484.88997555012224
1498,2603207,Caetés,PE,465.1420152091255,541.2144366197183,494.41338028169014,515.5125475285171,445.9154929577465
1499,2603306,Calçado,PE,463.0936363636364,526.1561403508772,484.27543859649126,496.065,437.8070175438597
1500,2603405,Calumbi,PE,479.32828282828285,544.1567567567567,501.7099099099099,532.769696969697,445.4054054054054
1501,2603454,Camaragibe,PE,484.79508955524244,559.0332510912887,518.4200037957867,524.7226604950694,483.05940406149176
1502,2603504,Camocim de São Félix,PE,473.4712230215827,551.8413793103448,506.55494252873564,522.358752997602,480.5977011494253
1503,2603603,Camutanga,PE,483.21598360655736,544.9818897637795,495.04291338582675,520.588524590164,463.93700787401576
1504,2603702,Canhotinho,PE,470.9858585858585,550.2716981132075,499.364465408805,509.64814814814815,463.6477987421384
1505,2603801,Capoeiras,PE,469.966323907455,540.5426829268292,494.88268292682926,505.71748071979437,462.6341463414634
1506,2603900,Carnaíba,PE,479.205,545.4932203389831,514.8769975786926,531.3192105263157,509.29782082324454
1507,2603926,Carnaubeira da Penha,PE,459.5336206896552,524.0441416893733,478.8318801089918,488.96034482758625,447.574931880109
1508,2604007,Carpina,PE,483.06486707566467,550.7067757009346,509.8328660436137,521.8676482617586,486.4252336448598
1509,2604106,Caruaru,PE,496.9423522242535,570.2943589154411,529.0309627757352,543.8456672760512,513.5960477941177
1510,2604155,Casinhas,PE,468.942600896861,537.9962025316456,491.4886075949367,502.5757847533632,481.0126582278481
1511,2604205,Catende,PE,463.018347107438,532.7815503875969,496.5017054263566,500.9335537190083,457.05426356589146
1512,2604304,Cedro,PE,476.1725165562914,541.4619047619047,496.5660317460317,530.0533112582782,480.06349206349205
1513,2604403,Chã de Alegria,PE,465.58981132075473,531.3641025641025,489.46996336996335,494.0928301886793,465.9340659340659
1514,2604502,Chã Grande,PE,472.3135278514589,539.929695431472,499.01142131979697,509.54376657824935,471.6243654822335
1515,2604601,Condado,PE,472.0078571428571,544.1162895927602,506.5852941176471,507.61523809523806,475.7918552036199
1516,2604700,Correntes,PE,466.0207792207792,537.2969418960245,495.84556574923545,496.81103896103895,480.0611620795107
1517,2604809,Cortês,PE,456.8826612903226,524.8107692307692,486.3380769230769,483.1681451612903,445.53846153846155
1518,2604908,Cumaru,PE,476.80542005420057,545.6905759162304,496.3020942408377,516.3850948509486,460.83769633507853
1519,2605004,Cupira,PE,476.56878612716764,544.6592321755027,510.5021937842779,521.4518304431599,511.6636197440585
1520,2605103,Custódia,PE,468.9332859174964,533.9128378378379,493.67932432432434,509.1186344238976,447.7567567567568
1521,2605152,Dormentes,PE,464.32585669781935,543.8133928571428,502.18869047619046,524.4822429906542,466.3095238095238
1522,2605202,Escada,PE,471.7123376623377,546.4452464788733,500.17790492957744,509.18172541743974,478.556338028169
1523,2605301,Exu,PE,469.7194010416667,535.5337484433375,492.8529265255293,501.7506510416667,449.9626400996264
1524,2605400,Feira Nova,PE,475.22340702210664,541.8885997521685,494.61251548946717,517.7639791937581,457.6456009913259
1525,2605459,Fernando de Noronha,PE,476.3277777777778,568.6162162162162,522.7675675675677,516.2194444444444,442.1621621621622
1526,2605509,Ferreiros,PE,469.6115131578947,542.8608832807571,493.8902208201893,509.93059210526314,453.8801261829653
1527,2605608,Flores,PE,469.8534825870647,545.4201421800948,504.79905213270143,530.6206467661691,495.8293838862559
1528,2605707,Floresta,PE,464.8542857142857,541.2703664921466,497.8030366492147,514.7261714285714,489.5287958115183
1529,2605806,Frei Miguelinho,PE,470.81291866028704,545.3377880184332,504.28663594470044,524.7885167464115,487.0967741935484
1530,2605905,Gameleira,PE,461.46180555555554,529.1157894736842,493.59736842105264,494.3236111111112,443.75
1531,2606002,Garanhuns,PE,487.61772277227726,564.521832312765,523.1638718794159,529.4430693069307,497.2162034856335
1532,2606101,Glória do Goitá,PE,464.5055462184874,534.7025396825396,492.0192063492063,501.52924369747905,525.5873015873016
1533,2606200,Goiana,PE,473.6253373313343,543.8772374911911,504.7522198731501,513.3120689655173,467.89288231148697
1534,2606309,Granito,PE,466.82972972972976,529.9573248407644,493.0019108280255,491.4195945945946,442.9299363057325
1535,2606408,Gravatá,PE,483.37604166666665,558.0977756743966,513.6063416942735,523.7056547619048,492.6549929010885
1536,2606507,Iati,PE,473.66678321678324,555.856418918919,502.9074324324325,522.0905594405594,491.0135135135135
1537,2606606,Ibimirim,PE,479.43508196721314,532.8101226993865,497.4052147239264,517.0445901639345,486.44171779141107
1538,2606705,Ibirajuba,PE,461.62636363636364,541.1529914529915,491.1418803418803,510.69818181818187,442.7350427350427
1539,2606804,Igarassu,PE,477.089519650655,548.0109555189457,509.42990115321254,513.2848034934498,465.5848434925865
1540,2606903,Iguaracy,PE,464.19867256637167,532.1883116883117,498.5376623376623,518.7716814159292,464.8484848484849
1541,2607000,Inajá,PE,470.2,537.8186274509804,497.85196078431375,527.2312499999999,453.921568627451
1542,2607109,Ingazeira,PE,462.6084745762712,541.4918032786885,497.30819672131145,511.7593220338983,471.4754098360656
1543,2607208,Ipojuca,PE,469.38732394366195,541.6785486950987,501.8676002546149,505.95962441314555,451.20305537873963
1544,2607307,Ipubi,PE,462.31451247165535,526.3725158562368,487.7560253699789,505.4274376417234,461.35306553911204
1545,2607406,Itacuruba,PE,451.278640776699,519.0495575221239,485.44778761061946,498.41844660194175,426.1946902654867
1546,2607505,Itaíba,PE,468.818,549.8727848101265,505.34936708860755,512.0013333333333,480.37974683544303
1547,2607604,Ilha de Itamaracá,PE,474.6811797752809,546.325201072386,507.1091152815014,505.61039325842694,463.3243967828418
1548,2607653,Itambé,PE,468.157263751763,541.1994601889338,497.58731443994606,505.4668547249647,462.7800269905533
1549,2607703,Itapetim,PE,466.84901960784316,546.0556818181818,510.4045454545454,524.1580392156862,497.3484848484849
1550,2607752,Itapissuma,PE,467.84252873563224,536.8612021857924,494.5245901639344,501.95545977011494,437.21311475409834
1551,2607802,Itaquitinga,PE,471.1492385786802,532.8336538461538,492.2980769230769,506.91218274111674,477.78846153846155
1552,2607901,Jaboatão dos Guararapes,PE,485.0515173453997,561.0446293666572,521.1340301050838,529.1078672699849,486.7412666856007
1553,2607950,Jaqueira,PE,458.1457142857143,526.1256756756757,487.78648648648647,485.74357142857144,452.7027027027027
1554,2608008,Jataúba,PE,463.2256302521008,526.1936,489.1084,503.84033613445376,445.76
1555,2608057,Jatobá,PE,472.296694214876,545.3191999999999,504.068,515.5359504132231,489.92
1556,2608107,João Alfredo,PE,487.7059113300493,561.3841981132075,514.3507075471698,541.7216748768473,543.7735849056604
1557,2608206,Joaquim Nabuco,PE,454.2571428571428,531.6761904761905,494.3773809523809,498.44347826086954,446.07142857142856
1558,2608255,Jucati,PE,471.586320754717,553.8841628959276,501.54615384615386,516.2518867924528,477.5565610859729
1559,2608305,Jupi,PE,477.5273015873016,543.1100609756098,504.505487804878,515.0504761904762,478.8414634146341
1560,2608404,Jurema,PE,466.68745387453873,529.5939189189189,483.8060810810811,498.55719557195573,440.2027027027027
1561,2608453,Lagoa do Carro,PE,465.23188720173533,536.6927083333334,492.04249999999996,498.2351409978308,450.3333333333333
1562,2608503,Lagoa de Itaenga,PE,468.26731054977716,540.4775280898876,493.7700842696629,508.37191679049033,469.2977528089888
1563,2608602,Lagoa do Ouro,PE,483.18833333333333,554.6188235294118,516.9247058823529,514.5308333333334,493.01960784313724
1564,2608701,Lagoa dos Gatos,PE,456.7995454545454,524.6854166666667,485.005,492.38045454545454,471.0
1565,2608750,Lagoa Grande,PE,462.52208333333334,530.0798449612404,490.56298449612405,496.604375,428.4108527131783
1566,2608800,Lajedo,PE,476.74357848518116,551.317259414226,508.3324267782427,522.4510428100988,478.1589958158996
1567,2608909,Limoeiro,PE,492.6568557919622,565.3744081172491,517.6024239007892,541.0535460992908,519.391206313416
1568,2609006,Macaparana,PE,477.1927855711423,549.3033333333334,505.334705882353,519.2801603206412,516.1176470588235
1569,2609105,Machados,PE,482.93970588235294,550.7748226950355,509.4663120567376,515.2463235294117,515.2482269503546
1570,2609154,Manari,PE,443.9847058823529,519.0818181818181,473.2079545454546,484.49882352941177,392.72727272727275
1571,2609204,Maraial,PE,458.1784,526.0736434108527,488.91782945736435,476.72159999999997,464.6511627906977
1572,2609303,Mirandiba,PE,461.5280821917808,538.9073170731707,489.8059866962306,499.8095890410959,436.7184035476718
1573,2609402,Moreno,PE,475.4852354349561,543.8031650339111,504.78937452901283,511.36887470071827,461.35644310474754
1574,2609501,Nazaré da Mata,PE,471.0520134228188,550.6296645702306,502.38542976939203,509.2953020134228,463.8155136268344
1575,2609600,Olinda,PE,488.79316794263013,563.1466148215919,523.6691674290943,533.5816648900087,498.3330283623056
1576,2609709,Orobó,PE,470.1617405582923,541.4793599999999,498.756,505.15041050903113,504.96
1577,2609808,Orocó,PE,455.99968354430376,518.3280120481927,475.11897590361446,488.01487341772156,400.1807228915663
1578,2609907,Ouricuri,PE,475.3692963752666,537.7123091603054,501.31297709923666,510.35234541577825,455.87786259541986
1579,2610004,Palmares,PE,475.256161971831,548.417848206839,506.6904920767306,514.3023767605633,478.7823185988324
1580,2610103,Palmeirina,PE,466.22051282051285,539.2504,493.408,499.1760683760684,460.48
1581,2610202,Panelas,PE,476.01193693693693,544.5363834422658,500.1849673202614,509.25405405405405,517.1677559912854
1582,2610301,Paranatama,PE,465.24634146341464,537.34,493.8920930232558,495.91609756097563,445.3953488372093
1583,2610400,Parnamirim,PE,463.56318407960197,528.1610849056603,494.45,510.90248756218904,425.89622641509436
1584,2610509,Passira,PE,466.6470588235294,536.9262077294686,496.59227053140097,507.0237797246558,449.71014492753625
1585,2610608,Paudalho,PE,468.15023505708524,540.0877091377091,499.2253539253539,502.5360644728005,447.23294723294725
1586,2610707,Paulista,PE,485.5972328890897,561.4667093333334,520.3177386666666,527.9799186808223,491.9616
1587,2610806,Pedra,PE,471.3112244897959,544.0139303482587,502.35621890547264,510.1642857142857,450.3482587064677
1588,2610905,Pesqueira,PE,477.47786023500305,545.8569855072463,503.48017391304353,510.48225108225114,469.9826086956522
1589,2611002,Petrolândia,PE,473.0911111111111,543.7288157894737,503.4809210526316,507.6402777777778,474.94736842105266
1590,2611101,Petrolina,PE,490.09952529055494,560.9942929370308,520.4320208365252,536.0608037321985,503.8853991113835
1591,2611200,Poção,PE,466.02294372294375,538.0178861788618,499.309756097561,508.45238095238096,472.9268292682927
1592,2611309,Pombos,PE,478.30595482546204,547.206457925636,505.9146771037182,520.2804928131417,490.958904109589
1593,2611408,Primavera,PE,475.5296551724138,545.3875816993465,507.9745098039216,492.1703448275862,513.9869281045752
1594,2611507,Quipapá,PE,461.9303921568628,531.9646496815286,493.96178343949043,491.5065359477124,466.8789808917197
1595,2611533,Quixaba,PE,483.22048192771086,556.1925714285715,512.4148571428572,541.8331325301205,516.0
1596,2611606,Recife,PE,500.9697764036385,577.5073251447845,536.2437981289378,555.2913362011024,526.1201977131462
1597,2611705,Riacho das Almas,PE,478.6956989247312,540.3247457627118,499.24033898305083,519.6322580645161,488.135593220339
1598,2611804,Ribeirão,PE,462.23202170963367,541.3355128205128,500.04602564102566,502.0584803256445,478.0769230769231
1599,2611903,Rio Formoso,PE,464.4686684073107,540.3243107769423,496.7205513784461,499.65561357702353,466.3157894736842
1600,2612000,Sairé,PE,469.60842105263157,545.8927392739274,507.0432343234324,515.0771929824562,466.13861386138615
1601,2612109,Salgadinho,PE,458.264,518.8779005524862,478.74585635359114,491.1714285714286,444.7513812154696
1602,2612208,Salgueiro,PE,479.6339195979899,550.4097922848665,512.0626706231454,531.9493090452262,481.9347181008902
1603,2612307,Saloá,PE,461.97522522522524,531.0666666666667,490.95147679324896,498.10675675675674,461.0970464135021
1604,2612406,Sanharó,PE,476.33263888888894,555.4697826086957,507.9204347826087,513.0203703703703,471.9130434782609
1605,2612455,Santa Cruz,PE,470.08035714285717,533.3072222222222,488.85,507.27559523809526,446.44444444444446
1606,2612471,Santa Cruz da Baixa Verde,PE,477.078275862069,549.3876221498372,505.71791530944625,515.8341379310344,495.37459283387625
1607,2612505,Santa Cruz do Capibaribe,PE,490.040866873065,564.1806608357629,520.7995140913508,539.472084623323,523.974732750243
1608,2612554,Santa Filomena,PE,461.87159090909086,528.7827027027027,483.90378378378375,494.88977272727277,448.64864864864865
1609,2612604,Santa Maria da Boa Vista,PE,462.2755447941888,522.8692132269099,487.69680729760546,493.763196125908,431.37970353477766
1610,2612703,Santa Maria do Cambucá,PE,466.1666666666667,537.8967479674797,498.2215447154472,506.37982456140355,438.3739837398374
1611,2612802,Santa Terezinha,PE,474.3188118811881,532.6677570093458,504.0018691588785,527.2866336633663,479.3457943925234
1612,2612901,São Benedito do Sul,PE,450.38716216216216,533.1480769230769,490.9942307692308,488.51013513513516,462.6923076923077
1613,2613008,São Bento do Una,PE,473.67111398963726,544.4595823095823,504.88415233415236,519.0112694300518,456.8550368550369
1614,2613107,São Caitano,PE,477.9782986111111,546.0484245439469,504.00961857379764,516.8239583333333,478.2089552238806
1615,2613206,São João,PE,469.87661097852026,547.9668903803132,497.641163310962,502.63484486873506,468.99328859060404
1616,2613305,São Joaquim do Monte,PE,476.16917808219176,546.7907284768212,507.5364238410596,518.056506849315,475.82781456953643
1617,2613404,São José da Coroa Grande,PE,472.8010869565218,535.727147766323,502.8756013745704,508.3934782608696,453.74570446735396
1618,2613503,São José do Belmonte,PE,469.16399055489967,544.1624277456648,501.4763005780347,513.6929161747344,469.78034682080926
1619,2613602,São José do Egito,PE,474.2878515185602,549.9710725893824,510.01549295774646,526.5863892013498,471.96099674972913
1620,2613701,São Lourenço da Mata,PE,478.2203305785124,552.2089179918927,509.4826941066417,511.3879338842975,465.89959463673216
1621,2613800,São Vicente Férrer,PE,461.92354312354314,532.2270152505447,488.69738562091504,491.82564102564106,443.87799564270153
1622,2613909,Serra Talhada,PE,482.1991758241758,549.3104919460166,511.06721811057895,530.1774267399268,492.42490204614717
1623,2614006,Serrita,PE,469.6545454545454,533.044938271605,492.67555555555555,513.6758441558442,471.75308641975306
1624,2614105,Sertânia,PE,471.2172056921087,543.1184822521419,504.7987760097919,514.1549805950841,468.83720930232556
1625,2614204,Sirinhaém,PE,459.7055785123967,524.4750483558994,494.2864603481625,496.74566115702476,454.23597678916826
1626,2614303,Moreilândia,PE,478.8222772277228,543.6990610328638,511.8816901408451,515.1584158415842,519.3427230046948
1627,2614402,Solidão,PE,453.2336734693878,526.58,488.1857142857143,506.1734693877551,382.4761904761905
1628,2614501,Surubim,PE,490.6787658802178,561.8036353144835,517.7422965954992,536.3069570477919,517.6341604154645
1629,2614600,Tabira,PE,476.63896276595744,551.120680958386,509.1890290037831,533.2359042553192,495.98991172761663
1630,2614709,Tacaimbó,PE,469.3051136363636,548.6042553191489,501.70000000000005,501.10738636363635,467.1276595744681
1631,2614808,Tacaratu,PE,455.04875000000004,525.129761904762,484.0309523809524,485.5109375,454.4642857142857
1632,2614857,Tamandaré,PE,461.7586005830904,526.6005617977528,489.4233146067416,504.005247813411,436.91011235955057
1633,2615003,Taquaritinga do Norte,PE,479.8108635097493,554.1157068062828,508.3976439790576,507.48718662952643,474.5549738219895
1634,2615102,Terezinha,PE,459.71176470588233,537.2574193548387,496.9051612903226,494.7705882352941,485.2903225806452
1635,2615201,Terra Nova,PE,463.59756838905776,532.7239884393064,493.1222543352601,527.8404255319149,461.271676300578
1636,2615300,Timbaúba,PE,477.9290896646133,551.1849476439791,506.19574607329844,517.129568788501,476.9109947643979
1637,2615409,Toritama,PE,480.5539094650206,550.8791556728232,504.8548812664908,514.5582990397805,476.99208443271766
1638,2615508,Tracunhaém,PE,474.0200668896321,547.2194267515923,500.86019108280254,507.42374581939805,456.36942675159236
1639,2615607,Trindade,PE,471.62467248908297,543.5304,500.6532,518.8058951965065,467.6
1640,2615706,Triunfo,PE,483.07136465324385,557.7935483870967,515.5565591397849,531.5776286353467,508.98924731182797
1641,2615805,Tupanatinga,PE,467.8602362204724,533.1408921933086,493.0256505576208,520.4236220472441,480.29739776951675
1642,2615904,Tuparetama,PE,469.38870056497177,549.1555555555556,505.80370370370366,529.5367231638418,478.51851851851853
1643,2616001,Venturosa,PE,471.2983333333333,541.3415343915344,501.0293650793651,514.2983333333333,459.7354497354497
1644,2616100,Verdejante,PE,461.84680851063825,532.8724489795918,483.33367346938775,515.8984042553191,416.3265306122449
1645,2616183,Vertente do Lério,PE,476.4516483516483,541.5647368421053,497.22789473684213,513.0016483516483,483.4736842105263
1646,2616209,Vertentes,PE,486.62579617834393,550.5572307692308,507.9307692307692,523.9222929936305,478.46153846153845
1647,2616308,Vicência,PE,467.96125760649085,544.5819577735125,498.2570057581574,503.68255578093306,464.6065259117083
1648,2616407,Vitória de Santo Antão,PE,491.0450794724383,563.9304932735427,520.6904548366432,530.4681095705106,530.6406149903908
1649,2616506,Xexéu,PE,452.96051282051286,516.8932692307692,477.54999999999995,489.711282051282,432.59615384615387
1650,2700102,Água Branca,AL,459.563125,533.857957957958,483.2630630630631,490.1234375,463.7237237237237
1651,2700201,Anadia,AL,464.14864864864865,533.8583643122677,494.7650557620817,504.66486486486485,495.7620817843866
1652,2700300,Arapiraca,AL,484.66610714785287,558.4162930344276,515.7547771550574,528.3853545950483,505.4283426741393
1653,2700409,Atalaia,AL,458.11115789473683,527.2924603174604,479.91785714285714,483.05663157894736,454.0079365079365
1654,2700508,Barra de Santo Antônio,AL,460.6270114942529,516.0763736263735,480.61923076923074,494.2706896551725,414.2857142857143
1655,2700607,Barra de São Miguel,AL,491.8220183486238,537.6520661157025,512.0247933884298,510.8697247706422,480.6611570247934
1656,2700706,Batalha,AL,457.5669934640523,526.994952681388,488.92712933753944,501.52385620915027,444.22712933753945
1657,2700805,Belém,AL,452.5629310344828,522.5728,466.3096,475.8094827586207,432.0
1658,2700904,Belo Monte,AL,442.151724137931,509.92,465.98315789473685,477.24827586206897,398.10526315789474
1659,2701001,Boca da Mata,AL,473.76241134751774,544.3682027649769,506.141935483871,505.64728132387705,488.5253456221198
1660,2701100,Branquinha,AL,454.96774193548384,528.9291338582677,481.5236220472441,480.7967741935484,425.03937007874015
1661,2701209,Cacimbinhas,AL,458.0320895522388,528.013986013986,481.96013986013986,493.0268656716418,444.8951048951049
1662,2701308,Cajueiro,AL,455.6627737226278,520.1904109589042,487.6897260273972,500.141605839416,479.7260273972603
1663,2701357,Campestre,AL,454.8196721311475,517.2086956521739,483.1550724637681,493.72459016393447,486.6666666666667
1664,2701407,Campo Alegre,AL,458.76671070013214,526.294816687737,489.1345132743363,501.8134742404227,453.9570164348925
1665,2701506,Campo Grande,AL,464.0816326530612,530.8422077922078,482.7344155844156,496.7646258503401,450.5194805194805
1666,2701605,Canapi,AL,462.9105691056911,534.530303030303,495.7075757575758,503.87235772357724,463.3333333333333
1667,2701704,Capela,AL,450.0110701107011,514.7061151079137,475.6899280575539,479.76051660516606,484.1007194244604
1668,2701803,Carneiros,AL,456.45175438596493,527.1449152542373,482.8898305084746,493.5815789473684,434.91525423728814
1669,2701902,Chã Preta,AL,452.95871559633025,514.8787610619469,475.8079646017699,482.6385321100917,424.7787610619469
1670,2702009,Coité do Nóia,AL,476.7198529411765,543.8853046594982,492.3010752688172,511.46875,507.0967741935484
1671,2702108,Colônia Leopoldina,AL,465.6458333333333,531.4288461538462,493.43012820512826,501.33611111111105,462.43589743589746
1672,2702207,Coqueiro Seco,AL,477.44588235294117,529.948275862069,489.76781609195405,481.44235294117647,441.8390804597701
1673,2702306,Coruripe,AL,465.4393094289508,535.915776081425,499.6298982188295,505.7442231075697,489.2875318066158
1674,2702355,Craíbas,AL,468.9797674418604,540.0446666666667,491.46733333333333,509.38255813953486,491.06666666666666
1675,2702405,Delmiro Gouveia,AL,474.54564102564103,549.0523418241577,504.03368940016435,514.686923076923,474.1166803615448
1676,2702504,Dois Riachos,AL,454.14071428571424,527.2581699346405,479.859477124183,492.5857142857143,436.73202614379085
1677,2702553,Estrela de Alagoas,AL,456.5341991341991,525.0259259259259,481.0654320987654,477.08831168831165,451.440329218107
1678,2702603,Feira Grande,AL,469.2578093306288,542.3114173228347,492.0937007874016,505.78438133874243,481.1417322834646
1679,2702702,Feliz Deserto,AL,460.7909090909091,513.297142857143,466.87428571428575,473.40909090909093,468.0
1680,2702801,Flexeiras,AL,447.3825688073394,521.5747826086956,481.5182608695652,496.5623853211009,442.0869565217391
1681,2702900,Girau do Ponciano,AL,467.22057667103536,534.0617206982544,486.4403990024938,502.95845347313235,483.3665835411471
1682,2703007,Ibateguara,AL,460.6494565217391,530.6921465968586,483.08534031413615,492.9135869565218,462.82722513089004
1683,2703106,Igaci,AL,459.5205702647658,531.8104536489152,487.2449704142012,499.1690427698574,462.32741617357004
1684,2703205,Igreja Nova,AL,457.2644194756555,524.7187725631769,483.101083032491,484.4591760299626,458.12274368231044
1685,2703304,Inhapi,AL,451.5477832512315,530.5033653846153,481.4620192307693,490.2733990147783,447.21153846153845
1686,2703403,Jacaré dos Homens,AL,452.5839285714286,531.5474576271187,496.1949152542373,496.2892857142857,484.7457627118644
1687,2703502,Jacuípe,AL,443.0608695652174,501.224,465.805,487.88695652173914,396.6
1688,2703601,Japaratinga,AL,462.527,525.9019801980198,476.76435643564355,494.686,433.26732673267327
1689,2703700,Jaramataia,AL,459.2745901639344,519.2344,478.6896,490.1893442622951,462.4
1690,2703759,Jequiá da Praia,AL,452.60434782608695,505.88760330578515,477.27024793388426,485.7121739130435,435.8677685950413
1691,2703809,Joaquim Gomes,AL,454.3125,524.7628959276018,480.16561085972853,479.53365384615387,425.7918552036199
1692,2703908,Jundiá,AL,455.1727272727273,519.29375,468.07,494.1116883116883,446.25
1693,2704005,Junqueiro,AL,472.6109734513275,544.2384083044982,495.818339100346,506.57946902654874,502.07612456747404
1694,2704104,Lagoa da Canoa,AL,464.61083743842363,530.6331742243436,485.3188544152745,501.05738916256155,463.0071599045346
1695,2704203,Limoeiro de Anadia,AL,463.18283261802577,532.6397489539748,488.6248953974896,496.04914163090126,470.7949790794979
1696,2704302,Maceió,AL,489.94339457567804,562.6950437003202,522.3444232636766,533.8122028224733,510.9340718627486
