,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
0,1100015,Alta Floresta D'Oeste,RO,480.6531165311653,554.6682864450128,504.495652173913,519.1420054200541,460.05115089514067
1,1100023,Ariquemes,RO,476.1340965861782,549.811620795107,508.4407874617737,508.0709825145712,448.0963302752294
2,1100031,Cabixi,RO,468.9738461538461,546.2263888888889,493.1958333333333,505.8,445.27777777777777
3,1100049,Cacoal,RO,484.3732587513533,559.5688113782594,518.981171689807,522.3444965716349,471.5001693193363
4,1100056,Cerejeiras,RO,477.0776556776557,556.2851724137931,511.49655172413793,507.7300366300366,459.3103448275862
5,1100064,Colorado do Oeste,RO,483.21469534050175,549.3063333333333,511.32366666666667,515.8250896057348,468.4
6,1100072,Corumbiara,RO,467.5139240506329,537.9614457831326,485.47228915662646,501.51645569620257,454.69879518072287
7,1100080,Costa Marques,RO,460.20055248618786,526.0301020408162,485.25357142857143,487.7773480662983,408.0612244897959
8,1100098,Espigão D'Oeste,RO,481.7690363349131,553.3818181818182,506.91891495601175,522.5650868878357,467.03812316715545
9,1100106,Guajará-Mirim,RO,458.4628516624041,525.47747957993,485.4590431738623,483.0703964194373,405.8693115519253
10,1100114,Jaru,RO,468.27381930184805,545.2020715630885,501.17984934086627,501.70246406570845,423.2768361581921
11,1100122,Ji-Paraná,RO,478.0063025210084,549.5437256430241,509.29524551831645,510.9435854341737,464.23486619901274
12,1100130,Machadinho D'Oeste,RO,474.11462829736206,546.3427601809955,500.68936651583715,507.5676258992806,435.92760180995475
13,1100148,Nova Brasilândia D'Oeste,RO,464.70861423220975,547.4491166077738,500.71978798586576,512.5146067415731,426.43109540636044
14,1100155,Ouro Preto do Oeste,RO,478.30553410553415,549.9178098676293,506.04043321299633,506.9068211068211,462.93622141997594
15,1100189,Pimenta Bueno,RO,480.2971056439942,546.4553548387097,510.46348387096776,514.8496382054992,452.8774193548387
16,1100205,Porto Velho,RO,477.45619802852576,548.6081567148971,508.8254840024455,508.7693705600529,467.8683513348278
17,1100254,Presidente Médici,RO,471.4208728652751,550.3126334519574,505.9679715302491,512.4028462998102,462.02846975088966
18,1100262,Rio Crespo,RO,465.8135593220339,538.683606557377,478.1737704918033,486.3254237288136,383.60655737704917
19,1100288,Rolim de Moura,RO,479.82759493670886,552.667333725721,508.6840494408475,510.30234177215186,453.94938198940554
20,1100296,Santa Luzia D'Oeste,RO,474.3613496932515,546.3468571428572,496.14971428571425,503.65828220858896,434.74285714285713
21,1100304,Vilhena,RO,481.49471776281723,559.0609884836853,518.0521593090211,520.5800621439669,464.2034548944338
22,1100320,São Miguel do Guaporé,RO,467.62750642673524,536.9685990338164,490.92560386473434,497.9606683804628,444.1062801932367
23,1100338,Nova Mamoré,RO,457.72259615384615,522.2494407158837,480.9910514541387,483.26634615384614,397.0917225950783
24,1100346,Alvorada D'Oeste,RO,462.3935714285714,543.1925081433225,497.7061889250814,508.2692857142857,440.91205211726384
25,1100379,Alto Alegre dos Parecis,RO,468.5953020134228,544.5285714285714,501.4311688311688,501.97986577181206,453.24675324675326
26,1100403,Alto Paraíso,RO,465.4480769230769,536.0887640449438,490.3084269662921,506.95576923076925,442.35955056179773
27,1100452,Buritis,RO,469.9708235294118,543.1335483870968,499.98279569892475,504.2592941176471,431.01075268817203
28,1100502,Novo Horizonte do Oeste,RO,472.4756756756757,536.6155,490.6495,506.7140540540541,435.8
29,1100601,Cacaulândia,RO,462.6353846153846,528.8985294117647,479.66911764705884,489.16153846153844,421.7647058823529
30,1100700,Campo Novo de Rondônia,RO,469.24240000000003,547.1589147286821,493.2480620155039,496.9088,447.7519379844961
31,1100809,Candeias do Jamari,RO,462.2558282208589,525.2220149253732,490.74720149253733,495.8687116564417,425.2985074626866
32,1100908,Castanheiras,RO,459.2609756097561,539.3386363636364,481.03409090909093,510.5,411.8181818181818
33,1100924,Chupinguaia,RO,467.4323943661971,545.2397435897435,482.99743589743593,490.843661971831,416.4102564102564
34,1100940,Cujubim,RO,465.97357142857146,540.343870967742,486.0387096774194,515.5071428571429,440.38709677419354
35,1101005,Governador Jorge Teixeira,RO,470.34725274725275,534.3773195876289,494.5649484536083,514.5153846153846,465.36082474226805
36,1101104,Itapuã do Oeste,RO,457.44777070063697,535.6597701149425,486.8867816091954,486.4949044585987,394.9425287356322
37,1101203,Ministro Andreazza,RO,474.837908496732,534.6830303030303,491.52000000000004,504.9209150326797,443.5151515151515
38,1101302,Mirante da Serra,RO,468.76490384615386,535.8690582959641,492.59372197309415,495.94038461538463,423.67713004484307
39,1101401,Monte Negro,RO,468.7626315789473,522.4822660098522,487.271921182266,491.2994736842105,426.2068965517241
40,1101435,Nova União,RO,466.9151515151515,535.9132075471698,488.3292452830189,498.610101010101,439.0566037735849
41,1101450,Parecis,RO,467.93199999999996,545.788679245283,490.8452830188679,495.43199999999996,407.92452830188677
42,1101468,Pimenteiras do Oeste,RO,459.6375,532.75625,508.69375,499.26875,378.75
43,1101476,Primavera de Rondônia,RO,477.13829787234044,534.23,493.474,504.79999999999995,500.0
44,1101484,São Felipe D'Oeste,RO,473.4269230769231,530.459649122807,492.7964912280702,489.93942307692305,451.05263157894734
45,1101492,São Francisco do Guaporé,RO,464.5803418803419,540.4916,501.1416,499.10854700854696,458.08
46,1101500,Seringueiras,RO,454.8892405063291,534.6862068965517,483.39367816091954,486.95569620253167,412.7586206896552
47,1101559,Teixeirópolis,RO,477.2366666666667,544.9630434782608,495.9391304347826,509.12111111111113,464.5652173913044
48,1101609,Theobroma,RO,460.2188679245283,529.8166666666666,491.61491228070173,490.9028301886792,404.03508771929825
49,1101708,Urupá,RO,469.25652173913045,545.4062937062937,510.2587412587413,503.30362318840577,490.90909090909093
50,1101757,Vale do Anari,RO,474.2804347826087,552.4439560439561,509.8912087912088,504.39021739130436,430.989010989011
51,1101807,Vale do Paraíso,RO,459.8288888888889,540.5169014084506,488.4274647887324,501.44370370370365,432.67605633802816
52,1200013,Acrelândia,AC,454.824609375,540.9350364963504,493.7310218978102,493.595703125,457.66423357664235
53,1200054,Assis Brasil,AC,471.25921052631577,531.5158536585366,494.030487804878,499.99736842105267,440.0
54,1200104,Brasiléia,AC,462.1693548387097,535.9155223880597,498.19432835820896,490.9312903225807,448.35820895522386
55,1200138,Bujari,AC,462.9686813186813,528.8356783919598,493.2100502512563,487.8120879120879,449.1457286432161
56,1200179,Capixaba,AC,452.5396739130435,529.232663316583,486.786432160804,486.82608695652175,427.2361809045226
57,1200203,Cruzeiro do Sul,AC,459.4230917608156,531.6884224250326,496.23173402868315,491.05230090934145,471.3950456323338
58,1200252,Epitaciolândia,AC,469.6146341463415,540.8833333333333,509.67962962962963,497.569512195122,453.18518518518516
59,1200302,Feijó,AC,451.72809430255404,524.9810126582279,486.08571428571435,483.1082514734774,438.15551537070525
60,1200328,Jordão,AC,456.4697674418605,525.0229166666667,475.81874999999997,491.1697674418605,436.6666666666667
61,1200336,Mâncio Lima,AC,449.7009153318078,518.5850107066382,479.38608137044963,483.58764302059495,465.3961456102784
62,1200344,Manoel Urbano,AC,455.00879120879125,521.5903225806452,495.2537634408602,498.0637362637363,462.1505376344086
63,1200351,Marechal Thaumaturgo,AC,431.88677248677254,508.26464646464643,467.7969696969697,464.31481481481484,391.8181818181818
64,1200385,Plácido de Castro,AC,447.4618461538462,520.1397101449276,481.5947826086957,486.7076923076923,441.6231884057971
65,1200393,Porto Walter,AC,450.48977272727274,508.2063829787234,476.1606382978723,485.4443181818182,448.51063829787233
66,1200401,Rio Branco,AC,473.735305584222,546.411976240167,509.6394712902018,503.66365669074645,467.7412104671697
67,1200427,Rodrigues Alves,AC,452.46645161290326,517.5461077844311,483.94850299401196,481.80903225806446,456.52694610778445
68,1200435,Santa Rosa do Purus,AC,477.9114285714286,558.7864864864864,509.2675675675676,502.7171428571428,401.0810810810811
69,1200450,Senador Guiomard,AC,460.48028846153846,535.0669603524228,496.1604992657856,490.8328525641026,431.6299559471366
70,1200500,Sena Madureira,AC,455.2901112484549,525.1831981460023,489.3971031286211,483.6123609394314,437.21900347624563
71,1200609,Tarauacá,AC,454.0793760831889,523.9097913322632,482.44189406099514,479.82045060658584,441.9582664526485
72,1200708,Xapuri,AC,469.4817647058823,536.0911458333334,505.9791666666667,497.4594117647059,465.2083333333333
73,1200807,Porto Acre,AC,451.74381270903007,526.6534810126582,485.42056962025316,484.6555183946488,438.4177215189873
74,1300029,Alvarães,AM,449.76349206349204,519.3021276595745,473.51276595744685,473.9563492063492,410.92198581560285
75,1300060,Amaturá,AM,445.9428571428571,494.7022727272727,460.32878787878786,461.7798319327731,355.45454545454544
76,1300086,Anamã,AM,439.5472222222222,526.9747826086956,481.84434782608696,480.22314814814814,403.1304347826087
77,1300102,Anori,AM,449.5739130434782,513.1853333333333,477.31733333333335,480.1152173913043,398.53333333333336
78,1300144,Apuí,AM,471.5421768707483,536.9950310559007,495.2695652173913,500.62653061224495,408.19875776397515
79,1300201,Atalaia do Norte,AM,445.5121212121212,500.9412844036697,457.7862385321101,461.82626262626263,372.11009174311926
80,1300300,Autazes,AM,452.2404545454545,512.3850806451613,469.0100806451613,479.0040909090909,405.0
81,1300409,Barcelos,AM,465.3151785714286,539.8261904761905,493.9293650793651,487.30892857142857,456.5079365079365
82,1300508,Barreirinha,AM,452.5013888888889,513.2382417582418,468.76505494505494,475.14837962962963,430.94505494505495
83,1300607,Benjamin Constant,AM,430.1510534846029,485.26774193548385,439.3089093701997,455.60291734197733,319.32411674347156
84,1300631,Beruri,AM,443.81550387596894,487.90588235294115,465.74852941176465,474.18527131782946,422.94117647058823
85,1300680,Boa Vista do Ramos,AM,441.77151162790693,507.4913978494623,475.3698924731183,475.75116279069766,436.02150537634407
86,1300706,Boca do Acre,AM,454.21588983050844,517.8846938775511,489.3489795918367,491.66186440677967,467.3061224489796
87,1300805,Borba,AM,438.0809027777778,503.2156862745098,468.55686274509804,472.0246527777778,402.67973856209153
88,1300839,Caapiranga,AM,442.6140845070422,495.52500000000003,464.88421052631577,475.3084507042254,466.57894736842104
89,1300904,Canutama,AM,442.8784615384615,512.3100000000001,462.40500000000003,486.3446153846154,376.25
90,1301001,Carauari,AM,461.3433862433862,516.7802955665024,478.75467980295565,494.3814814814815,446.6009852216749
91,1301100,Careiro,AM,453.17577319587633,520.8435779816514,477.0059633027523,489.59896907216495,414.0366972477064
92,1301159,Careiro da Várzea,AM,453.3375,504.54184782608695,474.76847826086953,479.65714285714284,413.5869565217391
93,1301209,Coari,AM,451.3928216062544,505.62494942683753,468.72191503708694,481.63866382373845,421.3486176668914
94,1301308,Codajás,AM,454.7929032258064,509.90000000000003,467.1604938271605,484.00258064516123,412.962962962963
95,1301407,Eirunepé,AM,459.44812286689415,517.8561904761905,476.49396825396826,488.67372013651874,432.5079365079365
96,1301506,Envira,AM,456.8548148148148,514.7251798561151,472.0805755395683,476.2362962962963,452.80575539568343
97,1301605,Fonte Boa,AM,466.0736486486486,523.8046666666667,483.7506666666667,478.9810810810811,498.8
98,1301654,Guajará,AM,444.883574879227,505.86830357142856,470.66696428571424,481.64299516908216,463.2142857142857
99,1301704,Humaitá,AM,461.1567991631799,527.1868932038835,487.15145631067963,488.50543933054394,416.4660194174757
100,1301803,Ipixuna,AM,446.6544,509.3880597014925,476.31194029850747,489.01279999999997,462.3880597014925
101,1301852,Iranduba,AM,456.287982832618,526.131593038822,487.1546184738956,484.76852646638054,431.7269076305221
102,1301902,Itacoatiara,AM,460.3388677191072,534.3602718243596,491.28823836905383,491.9323897659227,455.6717198118139
103,1301951,Itamarati,AM,454.9453125,500.67083333333335,471.9277777777778,468.146875,404.44444444444446
104,1302009,Itapiranga,AM,447.16637168141597,506.0316666666667,479.3525,468.0053097345133,453.5
105,1302108,Japurá,AM,433.9353846153846,493.82307692307694,452.6353846153846,470.2646153846154,289.53846153846155
106,1302207,Juruá,AM,440.12068965517244,529.737037037037,493.68518518518516,492.3724137931034,442.962962962963
107,1302306,Jutaí,AM,441.78396226415094,506.8225806451613,471.6241935483871,465.6792452830189,396.93548387096774
108,1302405,Lábrea,AM,449.4375,512.4238845144357,478.66902887139105,480.56590909090914,415.48556430446195
109,1302504,Manacapuru,AM,458.8311155913978,528.9036921151439,488.89217772215267,489.0681451612903,435.21902377972464
110,1302553,Manaquiri,AM,450.8837209302326,512.7142857142857,466.95604395604397,490.29767441860463,418.02197802197804
111,1302603,Manaus,AM,476.91485199899785,549.8683784005917,511.34922002136926,510.50127241490395,467.8366072162406
112,1302702,Manicoré,AM,450.83354430379745,517.0239520958083,478.4047904191617,483.7901898734178,425.92814371257487
113,1302801,Maraã,AM,442.4,511.93294117647065,472.0247058823529,480.4848101265823,374.5882352941176
114,1302900,Maués,AM,464.34552238805975,539.1695422535211,497.67781690140845,495.4061567164179,463.5211267605634
115,1303007,Nhamundá,AM,450.9375968992248,501.8619047619047,468.540293040293,465.87015503875966,393.3333333333333
116,1303106,Nova Olinda do Norte,AM,445.7722727272727,515.9548245614035,474.7328947368421,482.8190909090909,424.9122807017544
117,1303205,Novo Airão,AM,459.1345070422535,522.9756756756757,486.03175675675675,490.19295774647884,445.13513513513516
118,1303304,Novo Aripuanã,AM,442.89268292682925,506.2875706214689,465.4429378531073,467.59634146341466,460.225988700565
119,1303403,Parintins,AM,457.49004580152666,526.4549210903873,486.37434720229555,484.963572519084,438.2439024390244
120,1303502,Pauini,AM,461.7304347826087,500.80564516129033,468.30967741935484,472.03999999999996,403.38709677419354
121,1303536,Presidente Figueiredo,AM,461.4319915254237,520.351606805293,485.05803402646507,486.1080508474576,417.35349716446126
122,1303569,Rio Preto da Eva,AM,464.5640522875817,524.1024615384615,485.852,486.6101307189543,437.3538461538462
123,1303601,Santa Isabel do Rio Negro,AM,453.86999999999995,505.956,475.5392,485.9618181818182,431.68
124,1303700,Santo Antônio do Içá,AM,441.6665158371041,491.42384937238495,454.3121338912134,462.1900452488688,365.10460251046027
125,1303809,São Gabriel da Cachoeira,AM,458.1292857142857,526.8507658643326,490.1161925601751,483.6452380952381,443.7636761487965
126,1303908,São Paulo de Olivença,AM,435.3422310756972,497.1442857142857,453.32785714285717,463.3693227091633,372.2142857142857
127,1303957,São Sebastião do Uatumã,AM,438.0105882352941,485.58764044943825,459.9258426966292,467.5105882352941,400.2247191011236
128,1304005,Silves,AM,442.5602564102564,508.7708333333333,478.8027777777778,484.57179487179485,417.22222222222223
129,1304062,Tabatinga,AM,454.82962406015037,517.4073593073593,481.03275613275616,483.16766917293234,391.94805194805195
130,1304104,Tapauá,AM,452.21691176470586,508.41564625850344,479.7551020408163,480.43676470588235,455.1020408163265
131,1304203,Tefé,AM,466.20368731563417,527.9108516483516,497.21208791208795,495.03067846607667,479.2032967032967
132,1304237,Tonantins,AM,435.35562913907285,488.6024691358025,451.7438271604938,460.6543046357616,391.2345679012346
133,1304260,Uarini,AM,432.1920634920635,525.5828125,469.01875,466.9063492063492,400.3125
134,1304302,Urucará,AM,445.2385542168675,520.1624277456648,478.57225433526014,470.8849397590361,460.80924855491327
135,1304401,Urucurituba,AM,452.5449704142012,517.9234972677596,478.0377049180328,477.3644970414202,415.73770491803276
136,1400027,Amajari,RR,467.25,502.90975609756094,484.8219512195122,502.5382352941176,381.9512195121951
137,1400050,Alto Alegre,RR,453.7885964912281,521.9747899159664,486.2773109243698,488.1070175438596,446.38655462184875
138,1400100,Boa Vista,RR,486.840259422418,553.236150129228,515.2593100348354,518.3851933431229,465.63658838071694
139,1400159,Bonfim,RR,471.49583333333334,552.3625000000001,500.7479166666667,501.7166666666667,417.0833333333333
140,1400175,Cantá,RR,461.523076923077,523.3204545454545,477.9068181818182,476.52564102564105,420.45454545454544
141,1400209,Caracaraí,RR,465.6309523809524,521.0898550724637,485.6282608695652,487.50714285714287,430.8695652173913
142,1400233,Caroebe,RR,448.20694444444445,521.6721518987341,477.45316455696207,473.49305555555554,355.69620253164555
143,1400282,Iracema,RR,464.9533333333334,531.5176470588235,484.3686274509804,485.5155555555556,414.5098039215686
144,1400308,Mucajaí,RR,462.3513333333333,531.2341935483871,487.541935483871,490.80733333333336,411.741935483871
145,1400407,Normandia,RR,478.73333333333335,551.1952380952381,490.31428571428575,525.1833333333333,430.4761904761905
146,1400456,Pacaraima,RR,490.34499999999997,554.741304347826,491.44782608695647,480.38,411.7391304347826
147,1400472,Rorainópolis,RR,467.79171270718234,537.5289473684211,494.1168421052631,487.2325966850829,433.36842105263156
148,1400506,São João da Baliza,RR,461.24426229508197,521.015873015873,480.3222222222222,471.4622950819672,400.3174603174603
149,1400605,São Luiz,RR,451.48983050847454,519.7924242424243,471.53181818181815,494.46440677966103,397.57575757575756
150,1400704,Uiramutã,RR,470.15,611.0,544.35,487.375,465.0
151,1500107,Abaetetuba,PA,469.7610745614035,535.2549618320611,492.8807945870923,495.588230994152,482.7203331020125
152,1500131,Abel Figueiredo,PA,459.8058823529412,515.0857142857143,482.6681318681319,485.8376470588235,447.9120879120879
153,1500206,Acará,PA,452.90149700598806,530.1746054519369,482.53185078909615,487.799251497006,441.9512195121951
154,1500305,Afuá,PA,457.0047619047619,516.0194690265487,474.96902654867256,474.4409523809524,439.11504424778764
155,1500347,Água Azul do Norte,PA,450.4846153846154,514.9214285714286,476.23333333333335,478.6880341880342,448.8888888888889
156,1500404,Alenquer,PA,455.4390498261877,523.8880351262349,479.12601536772775,484.90173812282734,444.12733260153675
157,1500503,Almeirim,PA,462.4487124463519,532.5325865580448,489.80224032586557,491.64141630901287,448.26883910386965
158,1500602,Altamira,PA,470.28410185822435,542.51613660619,497.14900747065104,500.0148887359486,459.69263607257204
159,1500701,Anajás,PA,442.71617647058827,519.931981981982,467.57027027027027,468.1823529411765,406.84684684684686
160,1500800,Ananindeua,PA,485.167179898691,562.9546998494543,518.7652945050809,517.0766086564021,501.1996612721114
161,1500859,Anapu,PA,450.71574803149605,512.2264492753624,471.7815217391304,476.2023622047244,419.6376811594203
162,1500909,Augusto Corrêa,PA,455.0363489499192,530.792213740458,478.94274809160305,486.95476575121165,453.7709923664122
163,1500958,Aurora do Pará,PA,454.2796721311475,523.664263322884,477.07021943573665,481.4701639344262,420.2507836990596
164,1501006,Aveiro,PA,442.59024390243906,519.4609756097561,472.9951219512195,482.3048780487805,450.7317073170732
165,1501105,Bagre,PA,445.5670157068063,508.2274509803921,474.2225490196078,480.2612565445026,454.3137254901961
166,1501204,Baião,PA,451.1362244897959,517.5494610778443,472.9940119760479,483.88928571428573,457.50898203592817
167,1501253,Bannach,PA,460.2782608695652,499.54615384615386,486.4115384615385,501.0782608695652,416.9230769230769
168,1501303,Barcarena,PA,475.86725038402454,550.321017826337,505.34223691776884,500.9427956989247,469.58596894767106
169,1501402,Belém,PA,489.3293056580979,566.2363898307782,521.8042790964229,523.2421756493725,516.830794211758
170,1501451,Belterra,PA,458.0332268370607,534.1244582043344,487.6578947368421,489.23801916932905,471.08359133126936
171,1501501,Benevides,PA,475.345052386496,552.2146273637375,506.1666852057842,505.3633294528521,500.7675194660734
172,1501576,Bom Jesus do Tocantins,PA,461.17920000000004,535.1696296296296,494.4592592592593,486.8896,431.1111111111111
173,1501600,Bonito,PA,452.9389534883721,520.8626373626373,479.13571428571424,483.30930232558137,435.9340659340659
174,1501709,Bragança,PA,466.24499100179963,538.8023011363637,492.79704545454547,496.30791841631674,490.10227272727275
175,1501725,Brasil Novo,PA,458.3961139896373,536.6866348448688,487.6522673031026,490.17979274611395,436.9928400954654
176,1501758,Brejo Grande do Araguaia,PA,455.53766233766237,499.21829268292686,485.22317073170734,483.08701298701294,449.7560975609756
177,1501782,Breu Branco,PA,460.66006051437216,529.7763046544429,480.05754583921015,485.11966717095305,426.064880112835
178,1501808,Breves,PA,458.94584315045444,538.6986675126903,490.3198921319797,493.53978458431504,458.1725888324873
179,1501907,Bujaru,PA,451.30539629005057,524.3657097288676,478.5515151515151,479.0897133220911,448.54864433811804
180,1501956,Cachoeira do Piriá,PA,447.9493670886076,539.5685393258427,486.1629213483146,486.1898734177215,435.5056179775281
181,1502004,Cachoeira do Arari,PA,445.04271523178807,507.1753086419753,459.22777777777776,466.98907284768217,419.1358024691358
182,1502103,Cametá,PA,461.7708913397215,534.9328397212544,485.1852787456446,493.0894051708552,490.1533101045296
183,1502152,Canaã dos Carajás,PA,479.9897491821156,551.0905699481865,510.27243523316065,513.0037077426391,479.2538860103627
184,1502202,Capanema,PA,471.7441376188321,541.7425350914505,499.17503190131856,502.94649162516976,473.0412590387069
185,1502301,Capitão Poço,PA,463.6670818505338,533.2039830508475,488.38796610169493,490.4834519572954,460.1525423728813
186,1502400,Castanhal,PA,485.97562060022227,563.5279726411785,516.3743072606103,517.4504631344943,526.2714836899333
187,1502509,Chaves,PA,447.42439024390245,519.8022727272727,476.95227272727266,458.7512195121951,434.09090909090907
188,1502608,Colares,PA,448.5642570281124,535.25953307393,479.44124513618675,477.28634538152613,439.84435797665367
189,1502707,Conceição do Araguaia,PA,460.28371212121215,523.9227411167512,479.4525888324873,482.8181818181818,422.47715736040607
190,1502756,Concórdia do Pará,PA,454.9465290806754,528.791935483871,481.5546594982079,486.49136960600373,442.4731182795699
191,1502764,Cumaru do Norte,PA,448.78983050847455,506.03499999999997,461.51666666666665,485.0525423728813,384.3333333333333
192,1502772,Curionópolis,PA,463.9588235294118,524.3184466019417,483.87475728155334,489.57474048442907,422.58899676375404
193,1502806,Curralinho,PA,447.13362831858404,520.7700205338809,469.46570841889115,483.4185840707965,444.476386036961
194,1502855,Curuá,PA,446.6253424657534,511.3050955414012,461.2331210191083,469.36095890410957,422.9299363057325
195,1502905,Curuçá,PA,461.49382857142854,532.0633369923162,486.22469813391876,482.57085714285716,444.3688254665203
196,1502939,Dom Eliseu,PA,465.47425249169436,538.0553990610329,495.26228482003125,495.3800664451827,470.45383411580593
197,1502954,Eldorado do Carajás,PA,461.3357594936709,522.3167164179105,480.6092537313433,485.431329113924,412.5970149253731
198,1503002,Faro,PA,449.0221153846154,532.681308411215,468.44672897196267,477.55288461538464,438.31775700934577
199,1503044,Floresta do Araguaia,PA,452.01735849056604,518.8010791366906,476.51366906474817,478.5267924528302,416.6906474820144
200,1503077,Garrafão do Norte,PA,461.6801526717557,535.0442446043165,492.35179856115104,500.9003816793893,484.31654676258995
201,1503093,Goianésia do Pará,PA,468.4647798742138,547.3223214285714,496.9627976190476,496.97547169811327,459.04761904761904
202,1503101,Gurupá,PA,447.6963855421687,514.0704545454545,475.96477272727276,485.83493975903616,500.90909090909093
203,1503200,Igarapé-Açu,PA,464.88261363636366,540.5206366630076,492.6688254665203,493.8881818181818,483.86388583973655
204,1503309,Igarapé-Miri,PA,455.29028985507244,524.8888429752066,480.8421487603306,487.5321014492754,460.8126721763085
205,1503408,Inhangapi,PA,456.3779411764706,536.0234042553192,481.51418439716315,474.3985294117647,441.13475177304963
206,1503457,Ipixuna do Pará,PA,458.0290960451977,525.5732970027248,489.8555858310627,485.90706214689266,470.6811989100817
207,1503507,Irituia,PA,455.904,532.4506644518273,482.5813953488372,487.24747826086957,446.1129568106312
208,1503606,Itaituba,PA,464.83731188375714,541.0713178294574,498.3105620155039,499.85459263103274,474.48643410852713
209,1503705,Itupiranga,PA,454.69087018544934,522.2915887850468,482.3423230974633,486.04935805991437,453.72496662216287
210,1503754,Jacareacanga,PA,453.31044776119404,514.6890410958905,465.08767123287674,471.1268656716418,387.1232876712329
211,1503804,Jacundá,PA,466.1709150326798,533.4788402848422,491.18026449643946,496.3630718954248,455.42217700915563
212,1503903,Juruti,PA,461.1812010443864,531.8769607843137,482.13860294117643,490.19804177545694,462.86764705882354
213,1504000,Limoeiro do Ajuru,PA,452.2607894736842,525.7247798742138,468.4769811320755,480.96736842105264,437.35849056603774
214,1504059,Mãe do Rio,PA,461.02623906705537,534.7934449093445,490.13905160390516,493.4890670553936,463.26359832635984
215,1504109,Magalhães Barata,PA,462.89871794871794,542.5206896551724,480.9367816091954,478.4474358974359,436.0919540229885
216,1504208,Marabá,PA,475.67462028985506,544.1048938934604,502.40442832394973,504.75107246376814,476.63274144651365
217,1504307,Maracanã,PA,457.49056603773585,531.7690763052209,483.0542168674699,482.4002096436059,448.9156626506024
218,1504406,Marapanim,PA,454.8261980830671,525.6138972809669,487.2867069486405,484.92875399361026,451.7824773413897
219,1504422,Marituba,PA,475.6098247809762,553.2879208505611,506.77415829887775,501.041958698373,472.46308328411106
220,1504455,Medicilândia,PA,454.8776119402985,523.6923076923077,480.94720279720275,489.22052238805975,431.46853146853147
221,1504505,Melgaço,PA,448.1825938566553,520.4385350318472,469.9127388535032,478.19385665529006,431.4649681528662
222,1504604,Mocajuba,PA,454.0110154905336,528.2559633027523,476.81734778982485,480.41222030981066,448.24020016680566
223,1504703,Moju,PA,454.9926686217009,524.3046767537827,482.9630674002751,479.4465542521994,437.24896836313616
224,1504752,Mojuí dos Campos,PA,459.9266009852217,528.527358490566,484.77735849056603,487.22463054187193,447.1698113207547
225,1504802,Monte Alegre,PA,453.7182744565218,525.5684789644014,478.3851132686084,485.7258152173913,463.24919093851133
226,1504901,Muaná,PA,458.4134199134199,529.8228,483.0224,487.1,471.92
227,1504950,Nova Esperança do Piriá,PA,452.56626506024094,530.9422857142857,480.69142857142856,492.0301204819277,435.8857142857143
228,1504976,Nova Ipixuna,PA,468.8652173913044,542.7154205607477,498.5453271028037,516.383574879227,478.69158878504675
229,1505007,Nova Timboteua,PA,466.4251231527094,528.065,486.08954545454543,496.1192118226601,531.0
230,1505031,Novo Progresso,PA,469.02902208201897,543.799711815562,495.321325648415,502.21135646687696,449.5100864553314
231,1505064,Novo Repartimento,PA,456.24777777777774,522.0537890044577,482.9069836552749,486.28984126984125,430.6092124814264
232,1505106,Óbidos,PA,458.05363748458694,536.3312714776632,484.7418098510882,487.17016029593094,457.5257731958763
233,1505205,Oeiras do Pará,PA,455.0535580524345,525.7556140350878,478.3670175438597,483.63576779026215,438.4561403508772
234,1505304,Oriximiná,PA,467.7020346646571,540.0871308016877,491.9485232067511,498.3666164280332,475.2039381153305
235,1505403,Ourém,PA,455.6050251256281,526.1848699763593,482.2997635933806,483.2424623115578,448.60520094562645
236,1505437,Ourilândia do Norte,PA,474.01674311926604,541.5342047930284,503.1825708061002,504.87981651376145,465.7080610021786
237,1505486,Pacajá,PA,459.3504424778761,529.4379781420764,482.720218579235,487.1085545722714,457.7049180327869
238,1505494,Palestina do Pará,PA,443.0627450980392,503.5125,450.5285714285714,468.29019607843134,420.0
239,1505502,Paragominas,PA,473.408281829419,551.0627511591963,507.3881375579598,506.6490729295427,487.1483771251932
240,1505536,Parauapebas,PA,478.567773237998,548.589631043257,507.8340648854962,509.5504256043582,471.6253180661578
241,1505551,Pau D'Arco,PA,456.4916666666667,510.24107142857144,472.54285714285714,482.19722222222225,436.9642857142857
242,1505601,Peixe-Boi,PA,471.1748201438849,542.2583333333333,496.55902777777777,494.03669064748203,468.47222222222223
243,1505635,Piçarra,PA,441.0495327102804,494.02767857142857,465.48839285714286,469.0626168224299,383.2142857142857
244,1505650,Placas,PA,461.8317241379311,522.4227848101266,478.55443037974686,483.88482758620694,405.3164556962025
245,1505700,Ponta de Pedras,PA,453.13675417661096,533.7478841870824,486.16681514476613,489.06038186157514,428.7750556792873
246,1505809,Portel,PA,457.902947845805,529.9975712777191,483.2723336853221,490.6799319727891,452.05913410770853
247,1505908,Porto de Moz,PA,446.23270270270274,510.219806763285,467.90072463768115,478.7359459459459,410.0966183574879
248,1506005,Prainha,PA,447.5297423887588,507.3247807017544,457.65416666666664,467.42857142857144,402.93859649122805
